clothing_id,clothing_type,size,material,season,color,waist,chest,hip,length,activity_type,compression_level,moisture_wicking,breathability,elasticity,uv_protection,reflective_elements,pockets,inseam_length,waistband_type,fit_style,brand_name
585,Shirt,S,Spandex,Spring,Red,27,35,0,35,Yoga,Low,No,Medium,High,No,Yes,0,1,Drawstring,Relaxed,Adidas
586,Tank Top,M,Silk,Winter,Red,34,48,0,36,Running,Low,Yes,Low,High,No,Yes,3,8,Elastic,Slim,Adidas
587,Shirt,XL,Polyester,Summer,Red,35,41,0,38,Cycling,Medium,Yes,Low,Low,Yes,Yes,0,4,Elastic,Relaxed,Nike
588,Tank Top,XXL,Polyester,Summer,Blue,29,39,0,39,Cycling,Low,No,Low,Low,No,No,1,1,Elastic,Relaxed,Adidas
589,Tank Top,M,Spandex,Winter,White,32,39,0,26,Cycling,Medium,Yes,High,High,No,No,0,2,Drawstring,Regular,Nike
590,Leggings,S,Cotton,Spring,Black,25,0,46,20,Weightlifting,Low,No,High,High,No,No,0,4,Elastic,Relaxed,Nike
591,Shirt,XXL,Silk,Spring,Blue,37,39,0,20,Yoga,Low,No,Low,Medium,No,No,2,1,Drawstring,Slim,Nike
592,Jacket,XL,Cotton,Winter,Black,37,43,41,24,Yoga,Medium,No,High,Medium,Yes,No,2,2,Drawstring,Relaxed,Nike
593,Jacket,L,Nylon,Summer,Blue,31,41,34,31,Yoga,High,Yes,Low,High,Yes,No,2,4,Elastic,Relaxed,Nike
594,Tank Top,S,Linen,Fall,Black,27,49,0,38,Weightlifting,High,Yes,High,High,No,Yes,1,7,Elastic,Regular,Nike
595,Shirt,XS,Nylon,Spring,Black,38,33,0,37,Yoga,Low,No,High,Medium,No,No,3,4,Drawstring,Relaxed,Adidas
596,Shirt,XL,Silk,Fall,Black,28,40,0,35,Cycling,High,No,High,High,Yes,Yes,2,3,Elastic,Slim,Adidas
597,Shirt,M,Wool,Spring,Black,39,36,0,27,Yoga,High,Yes,Medium,High,Yes,Yes,0,2,Drawstring,Slim,Adidas
598,Shirt,XS,Wool,Spring,Black,34,35,0,23,Weightlifting,High,Yes,Low,Low,Yes,No,3,2,Elastic,Regular,Nike
599,Jacket,S,Linen,Fall,Red,35,42,39,29,Cycling,High,Yes,Low,Low,Yes,Yes,3,4,Elastic,Regular,Adidas
600,Shorts,XS,Polyester,Spring,Green,28,0,40,39,Weightlifting,Low,Yes,Low,Medium,No,Yes,1,9,Elastic,Slim,Nike
601,Shirt,XXL,Polyester,Winter,White,32,41,0,35,Weightlifting,Low,Yes,Low,Low,Yes,Yes,1,4,Elastic,Slim,Adidas
602,Shirt,S,Spandex,Winter,Blue,25,30,0,21,Cycling,High,No,High,Medium,No,Yes,3,5,Elastic,Slim,Nike
603,Jacket,S,Silk,Fall,Red,34,37,39,21,Cycling,Low,No,Medium,High,Yes,No,3,3,Elastic,Relaxed,Adidas
604,Tank Top,M,Linen,Spring,Blue,27,39,0,33,Yoga,Medium,No,Medium,Medium,Yes,No,2,7,Drawstring,Relaxed,Adidas
605,Shorts,L,Spandex,Spring,Red,26,0,47,31,Weightlifting,Low,Yes,High,Low,Yes,Yes,0,9,Elastic,Relaxed,Adidas
606,Tank Top,XXL,Spandex,Spring,Red,35,48,0,32,Yoga,High,No,Medium,Low,No,Yes,1,0,Elastic,Relaxed,Nike
607,Leggings,XS,Linen,Fall,Blue,39,0,38,30,Weightlifting,Medium,No,Low,Low,No,Yes,1,9,Elastic,Regular,Nike
608,Shirt,XS,Spandex,Spring,Green,39,39,0,35,Cycling,Medium,Yes,Low,Low,No,Yes,3,8,Elastic,Relaxed,Adidas
609,Leggings,M,Cotton,Fall,Black,24,0,41,34,Running,High,Yes,Medium,Medium,Yes,Yes,0,1,Elastic,Relaxed,Adidas
610,Jacket,M,Cotton,Winter,White,30,40,31,37,Weightlifting,Medium,No,Medium,Medium,Yes,No,3,6,Drawstring,Relaxed,Nike
611,Jacket,M,Polyester,Spring,Red,28,40,39,26,Running,Low,No,High,Low,Yes,Yes,1,9,Drawstring,Regular,Nike
612,Jacket,M,Polyester,Winter,Green,38,33,42,32,Weightlifting,High,No,Medium,High,No,Yes,2,2,Elastic,Slim,Adidas
613,Leggings,XL,Polyester,Spring,Green,25,0,41,23,Yoga,High,No,Low,Medium,No,No,3,9,Drawstring,Regular,Adidas
614,Tank Top,S,Wool,Fall,White,29,49,0,28,Running,Medium,No,Medium,Medium,No,Yes,1,9,Elastic,Slim,Adidas
615,Shirt,XS,Spandex,Fall,Green,34,45,0,30,Cycling,Medium,No,Medium,Low,No,Yes,2,7,Elastic,Regular,Nike
616,Tank Top,XS,Linen,Winter,Black,35,45,0,35,Weightlifting,Medium,No,Low,Medium,No,Yes,2,0,Drawstring,Slim,Adidas
617,Shorts,L,Cotton,Summer,Blue,24,0,48,25,Cycling,High,Yes,Medium,Medium,No,Yes,3,6,Drawstring,Regular,Adidas
618,Shirt,S,Spandex,Summer,Black,38,40,0,27,Running,High,No,High,High,Yes,Yes,3,5,Elastic,Relaxed,Nike
619,Leggings,XS,Linen,Summer,Green,39,0,44,22,Weightlifting,High,Yes,Low,High,No,Yes,0,1,Drawstring,Relaxed,Nike
620,Leggings,XXL,Spandex,Spring,Red,24,0,39,24,Yoga,Low,No,High,Medium,No,Yes,0,0,Elastic,Slim,Adidas
621,Shirt,S,Polyester,Fall,Black,29,42,0,28,Weightlifting,Medium,Yes,Medium,High,Yes,No,3,9,Elastic,Relaxed,Adidas
622,Jacket,XXL,Wool,Winter,Red,33,39,42,24,Weightlifting,Low,Yes,Low,Low,No,No,1,1,Elastic,Relaxed,Adidas
623,Tank Top,XS,Silk,Fall,Red,37,45,0,37,Cycling,Medium,No,Medium,Medium,No,Yes,3,4,Drawstring,Regular,Adidas
624,Shorts,L,Wool,Winter,Green,38,0,46,37,Yoga,High,No,Low,Low,No,Yes,0,4,Elastic,Relaxed,Adidas
625,Leggings,L,Polyester,Winter,Black,26,0,49,25,Yoga,Medium,Yes,High,Medium,No,No,2,8,Elastic,Regular,Nike
626,Jacket,XS,Silk,Fall,Blue,34,41,35,24,Running,High,No,Low,Low,No,No,3,0,Elastic,Relaxed,Nike
627,Jacket,L,Nylon,Spring,Red,28,48,39,25,Weightlifting,High,No,Low,Low,Yes,Yes,0,4,Elastic,Regular,Adidas
628,Tank Top,L,Linen,Spring,White,37,44,0,34,Cycling,Low,Yes,Low,Low,Yes,Yes,2,7,Drawstring,Relaxed,Adidas
629,Jacket,M,Silk,Winter,Red,37,39,43,36,Yoga,Medium,Yes,Medium,Medium,Yes,Yes,2,0,Drawstring,Relaxed,Adidas
630,Tank Top,S,Linen,Winter,Black,35,40,0,31,Cycling,Low,No,Low,Medium,No,Yes,1,9,Elastic,Regular,Nike
631,Shorts,XS,Linen,Summer,Green,27,0,31,33,Weightlifting,Medium,No,High,Low,No,Yes,0,1,Elastic,Regular,Nike
632,Shorts,M,Linen,Winter,Green,33,0,48,22,Running,High,No,Low,High,Yes,Yes,2,6,Drawstring,Relaxed,Adidas
633,Jacket,XL,Spandex,Summer,Green,36,35,38,32,Running,High,Yes,Low,High,No,Yes,1,8,Elastic,Slim,Adidas
634,Shorts,L,Polyester,Winter,White,37,0,34,33,Weightlifting,Medium,Yes,Medium,High,Yes,Yes,0,6,Drawstring,Regular,Nike
635,Jacket,XS,Nylon,Summer,Blue,30,35,37,29,Cycling,Low,Yes,High,Low,No,No,3,6,Drawstring,Regular,Adidas
636,Jacket,XL,Linen,Winter,White,35,41,37,29,Cycling,High,No,Medium,Medium,Yes,Yes,3,2,Elastic,Regular,Adidas
637,Shorts,S,Polyester,Winter,Green,24,0,30,37,Cycling,Medium,No,Medium,Low,No,No,2,2,Elastic,Regular,Adidas
638,Shorts,XXL,Linen,Summer,White,37,0,42,29,Weightlifting,Medium,Yes,Medium,High,Yes,Yes,3,9,Drawstring,Regular,Adidas
639,Shorts,S,Wool,Winter,Blue,26,0,48,30,Yoga,Low,No,Low,Low,Yes,Yes,0,5,Drawstring,Slim,Adidas
640,Leggings,S,Cotton,Spring,Black,39,0,34,35,Running,High,No,Low,Low,No,Yes,1,3,Elastic,Relaxed,Adidas
641,Leggings,L,Nylon,Fall,Green,26,0,42,38,Weightlifting,Low,Yes,Medium,Medium,No,Yes,0,8,Elastic,Regular,Adidas
642,Shorts,XXL,Linen,Fall,White,36,0,34,34,Running,High,Yes,Low,Low,Yes,Yes,3,4,Elastic,Relaxed,Adidas
643,Tank Top,L,Linen,Spring,Black,39,40,0,38,Weightlifting,Low,Yes,Medium,Low,Yes,No,0,9,Elastic,Slim,Nike
644,Tank Top,L,Wool,Fall,Black,29,42,0,32,Cycling,Medium,Yes,Medium,Medium,Yes,No,3,8,Elastic,Regular,Adidas
645,Jacket,XXL,Nylon,Summer,Red,25,36,35,26,Yoga,High,Yes,Low,Low,No,No,1,7,Drawstring,Relaxed,Adidas
646,Tank Top,XS,Cotton,Fall,White,30,41,0,38,Running,Low,No,Low,Low,No,Yes,0,9,Elastic,Slim,Nike
647,Jacket,M,Linen,Spring,Red,29,30,45,25,Running,Low,No,Low,Medium,No,No,1,2,Drawstring,Regular,Nike
648,Jacket,L,Linen,Fall,Red,38,47,35,37,Running,High,No,Low,High,No,Yes,0,1,Drawstring,Regular,Nike
649,Leggings,M,Nylon,Fall,White,36,0,46,33,Yoga,Low,No,Low,Medium,No,No,2,7,Elastic,Slim,Adidas
650,Shirt,XS,Nylon,Winter,Red,31,37,0,26,Weightlifting,Low,Yes,High,Low,No,No,1,5,Elastic,Regular,Adidas
651,Shirt,M,Cotton,Fall,Red,38,31,0,23,Cycling,Low,Yes,High,Low,No,No,1,7,Elastic,Slim,Nike
652,Tank Top,L,Cotton,Summer,Blue,33,43,0,24,Cycling,Low,Yes,Medium,Medium,Yes,No,2,2,Elastic,Relaxed,Nike
653,Shorts,XS,Silk,Summer,White,37,0,31,29,Running,High,No,Low,Medium,No,Yes,2,6,Drawstring,Relaxed,Nike
654,Leggings,S,Spandex,Fall,Red,35,0,38,24,Cycling,Medium,No,Low,High,Yes,No,3,7,Drawstring,Slim,Adidas
655,Shirt,S,Silk,Winter,Green,29,36,0,21,Yoga,Low,Yes,Medium,High,No,No,3,2,Elastic,Regular,Nike
656,Shirt,XS,Wool,Winter,Green,33,42,0,30,Yoga,Medium,Yes,High,Medium,No,Yes,3,6,Drawstring,Slim,Nike
657,Shorts,XXL,Wool,Fall,Black,25,0,36,24,Running,Medium,Yes,Low,High,Yes,Yes,0,8,Drawstring,Slim,Adidas
658,Leggings,XL,Polyester,Winter,Black,24,0,44,35,Running,High,Yes,High,Low,No,No,3,9,Elastic,Regular,Nike
659,Tank Top,M,Spandex,Fall,Black,30,33,0,36,Running,Low,Yes,Low,Low,No,No,3,4,Elastic,Slim,Nike
660,Shorts,XS,Nylon,Spring,Red,33,0,32,23,Weightlifting,High,No,Low,High,No,Yes,2,1,Drawstring,Regular,Nike
661,Shirt,XXL,Spandex,Summer,White,25,45,0,22,Cycling,Medium,No,Low,Low,Yes,No,0,6,Elastic,Relaxed,Adidas
662,Jacket,XL,Linen,Summer,Red,37,48,42,25,Yoga,Medium,No,High,Low,Yes,No,1,1,Elastic,Slim,Adidas
663,Shorts,XS,Spandex,Winter,Green,35,0,48,30,Cycling,High,No,High,Low,No,Yes,0,5,Drawstring,Regular,Adidas
664,Leggings,XS,Nylon,Spring,White,27,0,46,36,Cycling,Low,No,High,Medium,No,Yes,2,9,Elastic,Regular,Nike
665,Shirt,M,Silk,Summer,Green,24,47,0,38,Cycling,Medium,Yes,Medium,High,No,Yes,0,3,Elastic,Slim,Nike
666,Jacket,XL,Cotton,Summer,Blue,37,48,36,20,Cycling,High,No,Low,High,Yes,Yes,1,1,Drawstring,Slim,Adidas
667,Leggings,XL,Nylon,Summer,Green,32,0,48,22,Weightlifting,High,No,Low,High,Yes,No,2,6,Elastic,Relaxed,Nike
668,Leggings,XXL,Nylon,Fall,Green,33,0,32,31,Weightlifting,Low,Yes,Medium,High,No,Yes,1,6,Elastic,Relaxed,Adidas
669,Shorts,XXL,Nylon,Winter,Blue,32,0,30,21,Yoga,Low,No,Medium,High,No,Yes,2,8,Elastic,Relaxed,Adidas
670,Shirt,XS,Wool,Spring,White,27,42,0,37,Cycling,High,No,Medium,Low,No,No,2,9,Drawstring,Relaxed,Adidas
671,Tank Top,S,Cotton,Summer,Green,27,45,0,22,Weightlifting,Low,Yes,Medium,Medium,Yes,Yes,2,5,Drawstring,Regular,Adidas
672,Leggings,M,Linen,Spring,Blue,30,0,35,24,Weightlifting,Low,No,Low,Low,Yes,Yes,0,4,Drawstring,Slim,Adidas
673,Jacket,XXL,Cotton,Spring,White,24,38,42,33,Running,Low,No,Low,High,Yes,No,3,8,Drawstring,Relaxed,Nike
674,Leggings,M,Silk,Summer,Red,35,0,32,22,Cycling,Medium,No,High,High,Yes,No,3,5,Elastic,Slim,Adidas
675,Tank Top,S,Linen,Winter,Blue,31,39,0,30,Yoga,High,Yes,Low,Medium,Yes,Yes,1,5,Drawstring,Slim,Nike
676,Leggings,XXL,Linen,Spring,Black,29,0,30,27,Running,Low,No,Medium,High,Yes,Yes,2,5,Drawstring,Regular,Nike
677,Shirt,XS,Cotton,Fall,Green,38,38,0,24,Weightlifting,High,No,Medium,High,Yes,Yes,1,0,Elastic,Slim,Nike
678,Jacket,XXL,Polyester,Winter,Blue,29,40,38,38,Yoga,High,Yes,High,Low,No,Yes,2,2,Drawstring,Regular,Adidas
679,Tank Top,XXL,Spandex,Fall,Green,35,37,0,37,Cycling,Low,No,High,Low,Yes,Yes,0,7,Drawstring,Regular,Adidas
680,Leggings,XS,Linen,Summer,Black,25,0,42,39,Weightlifting,Low,Yes,High,Medium,Yes,Yes,0,3,Drawstring,Relaxed,Nike
681,Leggings,XS,Spandex,Summer,Blue,26,0,34,37,Yoga,Low,No,Low,Medium,Yes,No,2,0,Drawstring,Slim,Adidas
682,Jacket,XL,Silk,Summer,Red,30,36,37,22,Cycling,Low,Yes,Medium,Low,Yes,Yes,3,8,Drawstring,Relaxed,Adidas
683,Leggings,XS,Cotton,Summer,Red,25,0,36,39,Cycling,High,Yes,Low,High,No,Yes,2,9,Elastic,Relaxed,Nike
684,Jacket,S,Polyester,Winter,Blue,31,31,39,39,Weightlifting,High,Yes,Low,Medium,No,Yes,1,1,Elastic,Regular,Adidas
685,Shorts,S,Wool,Summer,Red,30,0,36,27,Yoga,Medium,No,Medium,Low,No,Yes,1,0,Drawstring,Relaxed,Adidas
686,Shirt,S,Polyester,Fall,Green,38,34,0,21,Yoga,High,No,Medium,Low,Yes,Yes,2,9,Drawstring,Regular,Nike
687,Jacket,M,Silk,Fall,Blue,32,35,45,34,Cycling,Medium,No,High,Low,No,Yes,2,0,Drawstring,Regular,Nike
688,Shirt,XS,Silk,Fall,Green,33,33,0,30,Cycling,Low,No,Low,Low,Yes,Yes,0,9,Elastic,Relaxed,Nike
689,Tank Top,XS,Nylon,Winter,White,35,46,0,29,Cycling,Medium,No,High,Low,Yes,Yes,1,7,Drawstring,Relaxed,Adidas
690,Shorts,M,Spandex,Fall,White,24,0,44,37,Yoga,High,No,Medium,High,Yes,No,1,7,Drawstring,Regular,Nike
691,Jacket,S,Linen,Winter,Blue,28,31,48,38,Yoga,Low,No,Medium,Medium,No,Yes,3,7,Elastic,Relaxed,Nike
692,Shirt,XXL,Polyester,Fall,White,30,33,0,37,Cycling,Low,No,High,Low,Yes,Yes,3,3,Drawstring,Slim,Nike
693,Tank Top,XXL,Polyester,Summer,Black,38,38,0,32,Weightlifting,Low,Yes,High,High,Yes,Yes,2,3,Elastic,Regular,Nike
694,Shorts,XS,Linen,Spring,Blue,31,0,32,32,Running,High,Yes,Low,Low,No,No,2,3,Elastic,Relaxed,Nike
695,Shirt,S,Silk,Winter,Black,24,43,0,38,Cycling,Medium,Yes,Medium,High,Yes,No,0,2,Drawstring,Regular,Adidas
696,Jacket,M,Wool,Spring,Black,35,45,39,26,Yoga,Low,Yes,Medium,Low,No,No,2,2,Drawstring,Regular,Nike
697,Tank Top,XS,Spandex,Summer,Black,29,40,0,20,Weightlifting,Low,Yes,Low,High,Yes,No,2,7,Elastic,Regular,Adidas
698,Shorts,XXL,Polyester,Fall,Green,26,0,39,21,Yoga,High,Yes,Medium,Medium,No,No,0,2,Elastic,Relaxed,Nike
699,Tank Top,XS,Polyester,Winter,Blue,25,49,0,21,Cycling,Medium,Yes,High,Low,Yes,No,3,0,Drawstring,Regular,Adidas
700,Leggings,XS,Nylon,Winter,Green,38,0,34,23,Running,High,No,Medium,High,No,No,3,5,Drawstring,Slim,Nike
701,Shorts,L,Cotton,Summer,Green,35,0,46,37,Yoga,High,Yes,Medium,Medium,No,No,0,8,Elastic,Slim,Adidas
702,Shirt,XXL,Linen,Summer,Black,25,34,0,25,Running,Medium,Yes,Low,Medium,No,No,2,2,Drawstring,Regular,Nike
703,Tank Top,S,Spandex,Summer,Red,36,35,0,21,Weightlifting,Low,No,Low,High,Yes,No,2,5,Drawstring,Regular,Nike
704,Shorts,XS,Nylon,Summer,Blue,39,0,42,25,Running,High,Yes,Medium,Medium,Yes,No,0,9,Drawstring,Slim,Adidas
705,Shorts,L,Nylon,Fall,Red,28,0,40,23,Yoga,Low,Yes,High,High,Yes,No,0,1,Drawstring,Regular,Adidas
706,Shirt,S,Cotton,Fall,Red,24,42,0,31,Running,High,Yes,High,High,No,Yes,3,9,Drawstring,Relaxed,Adidas
707,Jacket,XXL,Linen,Fall,Red,35,30,38,27,Running,High,No,Low,High,Yes,No,2,6,Elastic,Slim,Adidas
708,Shorts,M,Polyester,Fall,Red,25,0,42,32,Running,High,No,Low,Medium,No,No,3,9,Elastic,Slim,Adidas
709,Shorts,XXL,Nylon,Spring,Blue,33,0,45,35,Yoga,Low,Yes,Medium,Medium,No,Yes,2,6,Elastic,Slim,Adidas
710,Leggings,M,Linen,Winter,Black,24,0,45,21,Running,Medium,Yes,Low,High,No,No,3,2,Elastic,Slim,Adidas
711,Shorts,L,Linen,Fall,Blue,34,0,35,22,Yoga,Low,Yes,Medium,Low,No,No,1,3,Elastic,Relaxed,Adidas
712,Leggings,XXL,Wool,Spring,Blue,33,0,43,32,Running,Medium,Yes,Low,Low,No,Yes,2,2,Drawstring,Relaxed,Nike
713,Jacket,L,Cotton,Spring,Red,25,31,32,30,Yoga,High,No,Medium,High,Yes,No,3,3,Drawstring,Slim,Nike
714,Tank Top,XL,Wool,Spring,Blue,38,34,0,29,Running,Medium,Yes,Low,Low,Yes,Yes,1,8,Drawstring,Relaxed,Nike
715,Shirt,XS,Cotton,Winter,Red,26,32,0,20,Weightlifting,Low,Yes,Medium,Medium,Yes,No,1,1,Drawstring,Regular,Nike
716,Shorts,S,Silk,Spring,White,38,0,40,25,Yoga,Medium,Yes,Medium,Low,Yes,Yes,0,6,Elastic,Relaxed,Adidas
717,Shirt,XS,Linen,Winter,Blue,35,49,0,22,Cycling,Low,Yes,Medium,Medium,No,Yes,3,7,Elastic,Relaxed,Adidas
718,Shirt,XXL,Polyester,Summer,Black,31,32,0,33,Cycling,Medium,Yes,High,High,Yes,No,2,3,Elastic,Slim,Nike
719,Tank Top,L,Spandex,Spring,Red,26,47,0,21,Cycling,High,No,Low,Low,Yes,Yes,0,0,Elastic,Relaxed,Nike
720,Shorts,XL,Linen,Winter,White,38,0,43,24,Running,Low,No,Low,Low,Yes,Yes,3,4,Elastic,Relaxed,Adidas
721,Tank Top,XXL,Linen,Winter,Blue,27,31,0,35,Yoga,Medium,No,Medium,Medium,No,Yes,3,5,Elastic,Regular,Adidas
722,Jacket,S,Wool,Summer,Blue,39,30,37,33,Weightlifting,High,Yes,Low,Medium,Yes,No,3,5,Drawstring,Regular,Adidas
723,Tank Top,L,Spandex,Winter,Blue,37,37,0,20,Running,High,No,Medium,Low,Yes,Yes,0,6,Elastic,Slim,Adidas
724,Leggings,XL,Linen,Summer,Black,26,0,46,20,Running,Medium,Yes,Medium,Low,Yes,Yes,3,8,Elastic,Relaxed,Adidas
725,Shirt,XL,Spandex,Spring,Black,27,35,0,31,Yoga,Low,No,Medium,Medium,Yes,Yes,2,2,Drawstring,Regular,Nike
726,Shorts,XS,Cotton,Summer,Blue,39,0,39,37,Running,Medium,Yes,Low,Medium,No,Yes,0,0,Drawstring,Relaxed,Nike
727,Jacket,XS,Spandex,Winter,Black,30,30,32,31,Running,Medium,No,Medium,Medium,No,Yes,2,0,Elastic,Relaxed,Adidas
728,Leggings,L,Linen,Summer,Red,29,0,37,33,Running,High,Yes,Medium,High,No,Yes,1,8,Elastic,Slim,Nike
729,Jacket,XL,Wool,Summer,Green,33,45,49,33,Weightlifting,High,Yes,Low,High,No,Yes,2,3,Drawstring,Regular,Adidas
730,Shorts,S,Wool,Winter,White,39,0,47,31,Yoga,Low,No,High,Medium,No,Yes,2,6,Drawstring,Relaxed,Nike
731,Jacket,S,Cotton,Spring,Black,34,45,33,35,Weightlifting,Medium,Yes,Low,High,Yes,Yes,1,8,Drawstring,Slim,Nike
732,Tank Top,M,Spandex,Winter,Black,37,32,0,34,Weightlifting,Low,No,Medium,Medium,Yes,No,2,2,Elastic,Slim,Nike
733,Tank Top,XXL,Cotton,Spring,White,34,36,0,20,Weightlifting,Low,No,Medium,Medium,No,Yes,0,8,Elastic,Regular,Nike
734,Tank Top,S,Silk,Summer,Red,33,37,0,33,Yoga,Low,No,High,High,No,No,3,0,Elastic,Regular,Nike
735,Shorts,XXL,Silk,Summer,Red,32,0,47,21,Yoga,Medium,No,High,Medium,No,Yes,2,0,Drawstring,Regular,Nike
736,Shirt,XS,Cotton,Fall,Black,24,35,0,26,Weightlifting,High,No,Medium,Medium,No,Yes,2,5,Drawstring,Relaxed,Nike
737,Tank Top,L,Spandex,Spring,Black,34,36,0,28,Running,High,No,Medium,Medium,No,Yes,1,5,Elastic,Relaxed,Adidas
738,Leggings,S,Silk,Summer,White,39,0,30,36,Yoga,Low,No,Low,Medium,No,No,2,0,Elastic,Regular,Adidas
739,Shorts,XL,Silk,Winter,Green,30,0,47,32,Yoga,High,Yes,High,Medium,No,Yes,0,1,Drawstring,Slim,Adidas
740,Shorts,M,Spandex,Fall,White,38,0,30,28,Cycling,Medium,No,Medium,Medium,Yes,No,1,2,Elastic,Regular,Adidas
741,Jacket,XXL,Cotton,Spring,Green,34,35,46,27,Running,High,Yes,Low,Medium,Yes,Yes,2,3,Drawstring,Regular,Nike
742,Leggings,XS,Wool,Summer,White,24,0,49,26,Weightlifting,Low,No,High,Medium,No,No,2,6,Elastic,Slim,Nike
743,Leggings,XXL,Polyester,Fall,Black,31,0,35,20,Running,High,Yes,Low,Medium,Yes,No,3,2,Drawstring,Regular,Nike
744,Shorts,XS,Wool,Spring,Green,32,0,33,26,Running,High,No,Medium,High,No,No,2,8,Drawstring,Relaxed,Adidas
745,Tank Top,M,Polyester,Spring,Green,34,36,0,33,Weightlifting,Low,No,Medium,High,Yes,No,1,1,Elastic,Relaxed,Adidas
746,Tank Top,XXL,Silk,Spring,Red,30,43,0,37,Weightlifting,High,No,Low,Low,No,Yes,1,1,Drawstring,Regular,Adidas
747,Shirt,S,Polyester,Spring,Black,27,37,0,25,Cycling,Medium,No,High,Medium,No,No,1,8,Drawstring,Regular,Adidas
748,Leggings,M,Linen,Summer,Blue,30,0,41,29,Weightlifting,Low,No,Medium,Medium,Yes,Yes,1,7,Elastic,Regular,Nike
749,Shirt,L,Spandex,Summer,Red,34,37,0,36,Yoga,High,No,Medium,High,Yes,No,3,9,Drawstring,Regular,Nike
750,Shorts,XXL,Silk,Winter,Green,35,0,48,35,Weightlifting,Medium,Yes,High,Medium,No,No,3,1,Elastic,Relaxed,Adidas
751,Jacket,XL,Wool,Winter,Blue,34,43,46,23,Weightlifting,Low,Yes,High,High,Yes,No,3,0,Elastic,Slim,Nike
752,Leggings,M,Wool,Fall,Blue,34,0,37,25,Cycling,Medium,Yes,High,Low,Yes,Yes,3,2,Elastic,Regular,Nike
753,Tank Top,S,Cotton,Winter,Green,28,45,0,31,Yoga,Medium,Yes,High,Medium,No,Yes,1,1,Drawstring,Slim,Nike
754,Jacket,S,Cotton,Spring,Black,34,41,39,24,Yoga,High,No,High,High,No,Yes,3,4,Elastic,Slim,Adidas
755,Jacket,L,Silk,Fall,White,32,31,46,39,Running,Low,No,Low,Low,Yes,No,2,5,Drawstring,Slim,Adidas
756,Leggings,XL,Cotton,Winter,Red,30,0,43,37,Cycling,Medium,No,Low,Medium,No,Yes,0,2,Elastic,Slim,Nike
757,Leggings,XL,Polyester,Summer,Red,24,0,45,32,Yoga,Low,Yes,High,High,No,Yes,0,3,Drawstring,Regular,Nike
758,Jacket,XXL,Linen,Summer,Black,25,46,41,29,Running,Low,No,Low,Low,No,Yes,2,6,Drawstring,Relaxed,Nike
759,Shirt,M,Spandex,Spring,Black,39,33,0,36,Weightlifting,Low,No,High,Medium,Yes,Yes,0,5,Elastic,Regular,Adidas
760,Shorts,XL,Nylon,Fall,Black,39,0,34,32,Weightlifting,Medium,Yes,Medium,Low,No,No,3,7,Drawstring,Slim,Nike
761,Leggings,XL,Silk,Summer,Blue,26,0,42,21,Yoga,Medium,No,Medium,Medium,No,Yes,1,4,Elastic,Regular,Adidas
762,Shorts,L,Spandex,Summer,Blue,39,0,46,30,Weightlifting,High,No,Medium,High,Yes,Yes,0,4,Elastic,Regular,Adidas
763,Shorts,XL,Polyester,Spring,Green,29,0,37,37,Weightlifting,High,No,Medium,Low,Yes,Yes,2,5,Drawstring,Relaxed,Nike
764,Jacket,S,Wool,Winter,Blue,27,44,41,25,Cycling,Medium,No,Low,Medium,Yes,Yes,2,8,Drawstring,Relaxed,Adidas
765,Shorts,M,Spandex,Winter,Black,32,0,39,23,Yoga,Medium,No,Medium,Low,Yes,Yes,3,5,Elastic,Slim,Nike
766,Shorts,XXL,Silk,Summer,Green,30,0,38,36,Cycling,Medium,Yes,Medium,Low,Yes,No,2,7,Elastic,Regular,Nike
767,Shorts,XL,Linen,Summer,Blue,31,0,41,20,Yoga,High,No,High,Medium,No,Yes,3,4,Drawstring,Regular,Nike
768,Shorts,S,Spandex,Summer,White,34,0,49,20,Yoga,High,Yes,High,Medium,Yes,No,1,0,Elastic,Regular,Adidas
769,Jacket,L,Wool,Spring,Black,26,39,32,37,Cycling,High,No,Low,Low,Yes,Yes,2,3,Drawstring,Relaxed,Adidas
770,Jacket,M,Silk,Fall,Red,25,34,32,34,Weightlifting,Medium,Yes,High,Low,No,No,3,1,Elastic,Slim,Adidas
771,Tank Top,XXL,Cotton,Winter,Red,30,49,0,25,Weightlifting,High,Yes,Medium,Medium,Yes,No,1,6,Drawstring,Regular,Nike
772,Jacket,M,Wool,Fall,Black,30,32,43,27,Yoga,Low,Yes,Low,Low,No,No,2,7,Elastic,Slim,Nike
773,Jacket,XS,Linen,Summer,Red,24,47,41,32,Cycling,Medium,Yes,Medium,Low,No,Yes,0,4,Elastic,Relaxed,Nike
774,Tank Top,S,Nylon,Spring,White,34,39,0,37,Cycling,Medium,No,Medium,Low,Yes,No,1,9,Elastic,Relaxed,Nike
775,Jacket,XS,Spandex,Fall,Red,38,45,41,24,Cycling,Low,No,Medium,High,Yes,Yes,2,6,Elastic,Slim,Adidas
776,Tank Top,S,Silk,Fall,Black,24,35,0,32,Cycling,Medium,Yes,High,Medium,No,Yes,2,8,Drawstring,Slim,Nike
777,Shorts,XL,Polyester,Fall,White,25,0,49,25,Weightlifting,Low,Yes,High,Low,No,Yes,0,3,Drawstring,Slim,Nike
778,Jacket,XXL,Linen,Summer,Black,38,36,49,38,Cycling,Medium,Yes,Low,Low,No,Yes,3,3,Elastic,Slim,Nike
